label	text
True	MEB'den İzmir'deki okul için açıklama: Ağaçlar kesilmedi, 'Mülteci' iddiası doğru değil! https://t.co/Mcd0eyJfQR #izmir https://t.co/jf07JPJ4KU
False	@KORDELYAz okul yapılıyor ama bir fark var. mültecilere yapılıyor.
Other	@havaharpistiyor @emir_brown_cxdx @ogrenci_haber Kanka dsö okulların açılmasından yana da böyle açılmasından yana değil dünaydakı açık tüm ülkelere bak sınıflar 10 kişi bir sürü önlem var okul 3 gün ve gitmek zorunlu değil ama bizim okullar mülteci kampı gibi
True	"'Mültecilere okul' yalanıyla kışkırtma peşinde olan #LütfüTürkkan, meğer buharlaştırdığı 36 milyon doları perdelemeye çalışıyormuş

Türkkan'ın çiftlikleri için kamu bankalarından çektiği 36 milyon dolarlık krediyi buharlaştırdığı ortaya çıktı."
Other	Ülkede o kadar çok sözde mülteci var ki tek bir yerde toplansalar İstanbul'dan sonra ülkenin en büyük ili olurlar. Memlekette bu kadar kişiyi barındıracak ne su, ne toprak, ne okul, ne de hastane var, gelecekte hiç olmayacak kontrolsüz nüfus artışı demek fakirlik demek. #suriyeli
True	"**İstiklal madalyası sahibi Milli Eğ. Bak. Mustafa Necati’nin adını taşıyan 93 yıllık tarihi NECATİBEY İLKOKULU yıkılarak Suriyeliler için Almanların parasını verdiği okul yapılacakmış.**
✅MEB'den İzmir'deki okul için açıklama: 
Ağaçlar kesilmedi, 'Mülteci' iddiası doğru değil! https://t.co/7zCgyORXYC"
Other	@muhsadsenel1 Bizzat Hollanda'da okul için 2 ay kalacak yer aradım, zor buldum. Bunun sebebi ülkede inşaat sektörünün olmaması ve akın akın gelen mülteci krizi. Toprak değerli olduğu için devlet ev yaptırmıyor, her yer tarla.
Other	@tcmeb Suriyelileri mi saymıyorlar acaba o zaman benim sınıfta öğrenci yok sonucu çıkıyor okul okul degil mülteci kampı çünkü biz Suriyelileri eğitmek için senelerce eğitim almışız haberimiz yok onlar çocuk yapmaya devam etsinler bizim çocuklarımız onlar yüzünden kaliteli eğitim alamıyr
False	"""#Zillet'in gündem hırsızlığı nöbetinde sıra arazi mafyası #Lütfü'de: ""İstiklal Madalyası sahibi Milli Eğitim Eski Bakanı Mustafa Necati’nin adını taşıyan İzmir’deki 93 yıllık tarihi okul, ""sığınmacılara okul yapılmak üzere"" yıkıldı."" 🙄

https://t.co/Ybiz4RrwYq"
Other	"@turkcan42 @hamzaerbay54 @HilalKa16295221 @Nurdanbirsayfa ""aşı"" neye deniyor? devlet kim? virüs kime neye göre bulaşıyor? belediye otobüsü=şehirlerarası otobüs, tren=tramvay, konser=okul, miting=fabrika, Türk=turist-mülteci...Bu virüs nerede neye göre yasak. Sıkıyorsa şehir içi taşımacılıkta pcr yada aşı zorunluluğu yapılsın hadi"
Other	@35_izmir_1903 Benim yeni okul belli oldu artık kendimi mülteci hissediyom eğitim şart bari ülkenin sahibi afganlarla suriyelilere bi hizmetim olsun
True	İyi Parti'li Türkkan'dan Çirkin Provokasyon! 'Mültecilere okul' yalanıyla kışkırtma! - https://t.co/CgVAfsFMqX https://t.co/zUG0ViTtna
False	"Nasıl bir Türkiye düşmanlığı bu;
Eğitim sistemimi mahvet,
Okulları yık,
Parası olmanlar özel okul
Türk çocuklarını cehalete terk et,

Sonra da izmir'in göbeğine mülteci okulları yap.
 
Soruyorum;
Kime hizmet ediyorsunuz?

#ÜlkeKimeEmanet https://t.co/IzNGNrIkPh https://t.co/AD6b2zXbHf"
Other	okul mülteci kampı olduğu için bu profilin sahibi bugün açlıkla terbiye olmuştur😪
False	Bir de diyorlar ki, suriyeli mültecilere niçin teee izmir’de park olarak planlanan bir yerde yatılı okul yapılıyor.. mülteci karşıtı olmasan bile bu işin amacının mülteci çocukların eğitimi olmadığını farkediyorsun..
Other	@cumhuriyetgzt Suriyeli ve Arap mülteci çocuğu olsaydı alırdınız okula ben hiç suriyeli çocukların okula okul kiyafeti ile okula gittiklerini görmedim
False	"Hangi akla hizmetse
Karşıyaka Bostanlı da
Kiraların 3.000 TL olduğu
1 tane Suriyeli nin yaşamadığı
Bostanlının göbeğinde
Yıllardır okul yapılmayan arsaya
Suriyeliler için
Mülteci Okulu yapıyorlar

Okulumu yıktılar https://t.co/cGflKdPzLa #gazetesozcu @gazetesozcu"
Other	"📡📚""Eğitime Erişim"" Sempozyumu'muz başlıyor!

@ECHO_Turkey finansal desteğiyle💰 düzenlenen sempozyumda #mülteci çocuklar👧🏻🎒 arasında #okul terki risklerini, eğitime #eşit ve #adil şekilde katılabilmeleri için tüm başlıkları ele alacağız.

👉🏻https://t.co/TkdFbAkGpU

#SKA4 https://t.co/LyAzuLGiJa"
Other	Geçmis yıllarda mülteci sevicilik yüzünden ülke ekonomisinde hiç bir şey yerinde durmuyor.Gıda,hastane,okul,barınma ülkemizin tüm kaynaklarını kullandılar ve tükettiler.Buna sebep olanlara hakkımızı helal etmiyorumTc. Vatandaşlıgı satılık yada hediyelik degildi peki simdi?
True	"İzmir İl Milli Eğitim Müdürlüğü, ""Mülteci çocuklar için okul yapılacak"" iddiasını yalanladı https://t.co/HhabAzkNUM"
Other	Bu mülteci yaşantısı da mezun olunca bir boka yaramicak bir okul için https://t.co/HuLBWiUTEM
True	Konak ilçesinde bulunan Mustafa Necatibey Ortaokulu'nun yıkılarak yerine yapılacak yeni okulda bölgedeki mülteci çocuklara eğitim verileceği yönündeki iddialar hakkında basın açıklaması https://t.co/X8SJWwH3Q6
Other	"İlerde veya okul bittikten sonra kendini nerde görüyorsun?
Me; Avrupa yollarında mülteci."
Other	@tcmeb Bu grafikleri altta bir grafik çizgisi daha koyarak okul çağı &; mülteci dahil nüfusa göre oranlayın bakalım ne çıkıyor
Other	@solcugazete Ha ?okul yapsanız bizde başka okullarda mülteci gibi ders işlemeye çalışmayız (imamhatip hariç)
False	@gazetesozcu İzmir e bilerek ve isteyerek yapılıyor. Bütün izmirde çayır Çimen yatan mülteci enflasyonuna bir de yatılı okul ?  Tunç Soyer kucaklayacak mısınız. Mültecileri. ?  Tohum , doğa ok anladık izmir yaşanmaz hale geliyor bir dur demelisiniz ?
True	"👉NECATİBEY İLKOKULU HABERİ
MEB'den İzmir'deki okul için açıklama: 
Ağaçlar kesilmedi, 'Mülteci' iddiası doğru değil! https://t.co/3lQrRFBvye"
Other	@ilay_aksoy 80 milyon nüfuslu ülkede işçi yok demek saçmalık devlet olarak eleman ihtiyacı olan yerlere okul aç askerlik gibi zorunlu yap yada en iyisi eski eğitim sistemine dön mültecileri göndermemek için bahane uydurma sanayi tarım hayvancılık| sektörünü mültecilere bırakma
True	"@atabenli Sevgili benli, yalanlarınla meşhur olmuşsun:

https://t.co/EJC7BUGJlw"
False	Bostanlida (izmir) multecilere yatili okul yapiliyor ama herkes 3 maymunu oynuyor. Neden??  #turkiyeturklerindir #VatanEldenGidiyor #UlkemdeMulteciİstemiyorum https://t.co/CkoJNseVYa
False	"Milli Eğitim Bakanlığı, İzmir’in dört metropol ilçe merkezine mülteci okulları yapılmasını kararlaştırdı. Okulların yapım maliyeti Alman Kalkınma Bankası tarafından karşılanak.

#izmir #okul #mülteciokulu #mülteci #HudutNamustur #sondakika #haber #haberler #gündem #bitarafiz https://t.co/iHPkxyB0RB"
True	"❌Yılmaz Özdil, Necatibey Ortaokulu'nun yıkıldığını yerine yapılacak okulda bölgedeki mülteci çocuklara eğitim verileceğini iddia etti

✅Söz konusu okul binası depreme karşı dayanıksız olduğu için yıkılmıştır. Yeni okul, bölgede okul çağında olan tüm çocuklara hizmet verecektir https://t.co/5GqK4G6Anq"
Other	Bunlarla aynı ülkede mi yaşasaydı eşek değilse o ülkede kalır fazladan bir sene mülteci 3 sene de okul okur orda kalır daha iyisini yapar bu amciklarin memleketine gelmekten iyidir.
False	"Ülkemde mülteci istemiyorum. Geçici olarak ülkeye sokuluyorlarsa, mültecilere özel okul ne demek oluyor. Yeter artık. Kendi eğitimimizi sorunsuz hallettik elin afganını suriyelisini okutmak mi kaldı.
@izmir_ilmem @tcmeb #MilliEğitimBakanı #multecii̇stemiyoruz #Multeciİstemiyoruz https://t.co/32t2lDnyJz"
Other	@BirGun_Gazetesi Ihtiyaç biter mi.ben kamu ihtiyaçlarının mülteci sayısının artması ile de doğru orantılı olduğuna inanıyorum.en basit bir dairede 10 13 mülteci oturuyor.kanallizasyon çekmiyor.mahalleyi koku alıyor. okul  hastane desen ayni
Other	"“Yiyiniz içiniz ama israf etmeyiniz”

Seni bir mülteci kampındaki insandan ayıran tek şey doğduğun yer. Ondan daha fazla haketmiyorsun yaşamayı fakat öyle düşünüyorsun. Hayatındaki her şeyi kendin elde etmiş gibi davranıyorsun. Yaşadığın yerde okul vardı, okuyabildin. https://t.co/C4PK8FtPD4"
False	@abdullahciftcib Mülteciler sınırdan rahat geçsin diye hibe veriyorlar,mültecilere şehrin göbeğinde okul yapmak İçin hibe veriyorlar ne güzel!ülke olduk
True	"@Burcu_brc190589 @LutfuTurkkan Ne yazık ki bahsettiğiniz bilgi de yanlış. Doğru bilgi için aşağıdaki linki inceleyebilirsiniz. 👇🏻👇🏻

https://t.co/yQioH4mMtB"
Other	@pusholder Taksiciye dokunamayan bir siyasi oluşum güçten hizmetten hakimiyetten cesaretten bahsetmesin. Mülteci ve taksici sorununa çözüm getiren partiye öyle bir evet basacağım ki değil masa okul bile yerinden sallanacak.
Other	@Cenk0918 @selcukktepeli @FOXhaber Ac gozlu ev sahibi? Ilginc… senin evine fazla teklif etseler olmaz altina vericem diceksin yani. Sistemi sorgula, birak insan suclamayi. Bu kadar multeci al, ustune okul ac ama yurt yapma. Sonra ev sahibi kotu!
Other	@slmhktn @baarrss_ @CincinnatiRd Hiç bir zaman mültecilere karşı değilim hatta aktif olarak yardım faaliyetlerine olan bir insanım ama mesela okul önleme arabayla girmek yasakken Suriyeli ablalar arabalarını oraya parkedip birde insanları tahrik edecek şekilde tartışıyorlar başka örneklerde var
False	@tuncsoyer Şu an izmir bostanlida afet alanının mültecilere yatılı okul olması için yapılacak grev için toplandık yazıklar olsun chp li olmaktan utandık bizi çağıran kimse ortada yok mikrofon bile yok biz bu halde olursak daha çok muhalefet kalırız yazıklar olsun hicbir organizasyon yok
True	"İzmir İl Milli Eğitim Müdürlüğü, 'Mülteci çocuklar için okul yapılacak' iddiasını yalanladı

https://t.co/z7kgsulcGI"
Other	babamı aradım mültecilere ders vericem diye mutluluğumu paylaşmak istedim hemen başladı yok kpss yok okul yok gerçekçi ol yok para vermiyorlar mı neden gittin... malesef keşke vakıf insanı bir babam olsaydı anlayamıyor vakıfta gönüllü olmanın nasıl bir şey olduğunu
Other	"""Kuşkusuz, bu rejimin etkinlik alanı hastaneyle sınırlı değil. Hapishane, kışla, okul, mülteci kampları, köpek barınakları da laboratuvar gibi çalışıyor. Hatta daha da ileri gidip kentin büyük oranda laboratuvar gibi çalıştığı söylenebilir. Zira kentte yaşamak normlara riayet"
Other	@EmineBeril17 Aşı yok, vergi yok, yardım var, sınav yok,okul var ,hastahanede sıra bekleme yok , üstüne üstlük konut var çok ciddi söylüyorum bir yolu varmı TC vatandaşlığından çıkıp mülteci olayım
True	İzmir'de 'mülteci çocuklar için okul yapılacak' iddiası https://t.co/yBwxExFqoO
Other	Bugun okul cikisi otobus bekliyordum otobusun icinde multeci oldugu belli pakistanli veya afganistanli iki kisi vardi ve bana bakip pis pis gulumsedikten sonra zafer isareti yaptilar korktum ya
True	"Erdemliler Harekâtı, [26 Eyl 2021 saat 12:47]
❌Yılmaz Özdil, Necatibey Ortaokulu'nun yıkıldığını yerine yapılacak okulda bölgedeki mülteci çocuklara eğitim verileceğini iddia etti
✅Söz konusu okul binası depreme karşı dayanıksız olduğu için yıkılmıştır.  https://t.co/0zbZJCGBwM https://t.co/u1ob1Fxw6S"
False	izmir'de depremden dolayı hâlâ hasarlı olan okullarda okuyan çocuklarımız varken mültecilere sıfırdan okul yapmak maks akepe zekası gerektirir💡
True	"Geçtiğimiz haftalarda Avrupa Merkez Bankası’nın (ECB) euro banknotlarının dizaynını değiştirmeyi planladığını sizlerle paylaşmıştık. 19 Avrupa Birliği ülkesinin kullandığı para ünitesi olan euronun 20yılı aşkın müddettir kullanılan banknotlarının

https://t.co/aZTM9YFho9 https://t.co/BoFQZSonX7"
True	"20.yılını dolduran EURO para biriminin yeni tasarımı için Avrupa Parlementosu Milletvekili Moritz Körner, yeni banknotlara
buldukları aşı ile dünya çapında milyonlarca insanın hayatını kurtaran Uğur Şahin ve Özlem Türeci’nin resimlerinin basılmasını önerdi https://t.co/ib46Q66olb"
False	Özlem Türeci ve Uğur Sahinin fotolarının Euro para resmi olmasından bizim vatandaslar neden gurur duyuyor anlamıyorum!ikisi de Almanya eğitim sisteminde yetişip yine oradaki imkanlarla bu güzel buluşlara imza attılar.Bizim vatandaş nerden övünme hakkı buluyor kendine!!!
Other	"@CDemir23 @aydintiryaki Anlaşılan duymamışsınız; Biontech aşısını Almanya’da yaşayan karı, koca Türk doktor Dr.Uğur Şahin ve Dr.Özlem Türeci buldu.

Siyasete gelince; siyaset, evet; herşeyi düzenleyen , kararlaştıran önemli bir kurumdur."
Other	"kalan 11 kişi sıralı tam liste;

-elon mask
-yekta kopan
-melih gökçek
-greta thunberg
-aşkolandın larin
-cübbeli ahmet hoca
-sertab erener
-ugur şahin
-özlem türeci
-bear grylls
-RECEP TAYYİP ERDOGAN https://t.co/WKdSbRNEXj"
Other	Mustafa Kemal Atatürk'ü ve Atatürkçülüğü babasının malı zanneden,neye ve kime hizmet ettiğini bir türlü anlamadığım ADD'yi reddedip madara eden Özlem Türeci ve Uğur Şahin'i tebrik ederim. Oda Tv'nin neden Özlem Türeci'ye saldırdığını da anlamak mümkün değil...
Other	"Avrupa biontech kurucuları Uğur Şahin  ve Özlem Türecinin  resimlerinin Euro ya basılması için öneri veriyor.
Bizlerde artan enflasyon ve yoksulluk karşısında 500 TL kağıt para ve  5 TL demir para bastırıp kimin resimini koyalım."
Other	@aslanbeyusanj @Arinna0509 Ha bu arada a$$ı bulaştan korumuyor aklında bulunsun anlaşılan sen sadece esin davutoğlu şenol mehmet ceyhan özlem türeci ve uğur şahin izliyorsun yeni dünya düzeninden haberin yok
Other	@trepgis Aşıyı bulup tüm insanlığa deva olan bilim insanlarımız Özlem Türeci ve Uğur Şahin'den ricam, sudan akaryakıt üretmeyle ilgili bir çalışma başlatsınlar.
True	"Dr.Özlem Türeci-Uğur Şahin'in Euro banknot üzerine fotoğraflarının basılması önerilmiş. Büyük gurur. 
Kutluyorum ve Türkiye'den en büyük ödülü almalarını diliyorum.
Bir ülke, bilime ve bilim insanlarına verdiği değer ölçüsünde gelişir.
Atatürk: “Hayatta en hakiki mürşit ilimdir.” https://t.co/BL66uLGG1v"
False	@barisyarkadas Eminim öyledir ne kadar sanada Aşı Mümessiliği için para verdiler. Uğur Şahin ve Özlem Türeci ederi 50 Euro senin ne kadar💵💵💵💉💉 #AsiDegilBiyolojikSilah 🆘️👇 https://t.co/S2wGRlW3ig
True	"@nazeningemi Almanya’dan bildiriyorum. Henüz böyle bir para basılmadı.  (AP) Milletvekili Moritz Körner, Biontech aşını geliştiren Uğur Şahin ve Özlem Türeci'nin resmilerinin Euro banknotlarına basılmasını teklif etti. 
Teklif edilmesi bile onur vericidir."
True	🔴 Yeni euro banknotlarında Şahin ve Türeci’nin resimlerinin kullanılması önerildi: Avrupa Birliği’nin (AB) ortak para birimi euro banknotları için yeni motif arayışına giren Avrupa Merkez Bankası’na (ECB) Avrupa Parlamentosu’ndan (AP) BioNTech… https://t.co/sloCZGplgh
Other	"@Rafter72 @HSYNYILMAZ09 @kaansila Corona virüsü aşısını üreten BioNTech firmasının sahipleri Uğur Şahin ve Özlem Türeci'de mi yahudi imiş :))
Akp'nin kapattığı, aşı üreten Refik Saydam Hıfzıssıhha Enstitüsü'nün sahibi olan Türk Milleti'de mi yahudi imiş :))"
Other	"@atk_1881 2022 yılında Çarlık Rusya’sına dönmek için Ukrayna işgali bence de delilik.

Bu çağda para/değer yaratan artık topraklar yada ülkeler değil.
Şirketler hatta bireysel girişimciler.
Iphone,Bitcoin,Alibaba,Musk…
Bizi pandemide kurtaran bile Ö. Türeci &;Şahin
🤷🏼‍♀️"
Other	@Devreniz1453 @kisacaablaniz Herkes hakettiği hayatı yaşamıyor.Öyle olsaydı ülkemizden doktorlar,mühendisler,bilim insanları gitmezdi.Aziz Sancar Nobel’i Türkiye’de değil ABD’de kazandı.Uğur Şahin ve Özlem Türeci aşıyı Türkiye’de değil Almanya’da buldular.Bana vatanperverlik edebiyatı anlatmayın.
False	Uğur şahin ve özlem türeci'nin fotoğrafları euro üzerine basılacakmış.  Onların almanya ya 1 yılda kazandırdığı para wosvagen kadar yok. Tabi basacaklar. Bizim mallar da biontech 'ın sahipleri Türk'müş. Diyordu........
True	"Büyük lider Atatürk'ün ""Hayatta en hakiki mürşit ilimdir"" sözünü kılavuz alan biliminsanları Uğur Şahin ve Özlem Türeci'nin fotoğraflarının Avrupa'nın ortak para birimi Euro üzerine basılmasının değerlendirilmesi büyük bir gururdur👏👏"
Other	@vozercan @opdrnailersoz @ilhamidemirtas1 Biontek aşı ile Dünyanın en zenginleri arasına girenler Şahin ve Özlem Türeci, Omikron aşıyı erteledik,AIDS AŞI ÇALIŞMASINA BAŞLADIK, demiş. Artık her üç  ayda bir 2.3.4.5.doz AIDS aşı gerekir diyecekler.
Other	@AvarBanu Doğaldır ki sağlık işlerini konunun uzmanları Uğur Şahin,Özlem Türeci,Aziz Sancar,Mehmet Ceyhan,Bingür Sönmez,Esin Şenol,Bengi Başer vb gibi isimlerle konuşacağız Banu Hanım.Herhalde sizinle konuşmamızı beklemiyorsunuz.
True	"2 EURO 20 YAŞINDA!

Şahin Ve Türeci'nin Resimlerinin Euro Banknotlarına Basılması Önerildi.. 

#avrupa #AB #ortakpara #banknot #Euro #biontech #euro20yaşında #UğurŞahin #ÖzlemTüreci https://t.co/a8sCsnVTWR"
True	"Avrupa Merkez Bankasına flaş öneri: ""Uğur Şahin ve eşi, euro banknotlarında olsun""

#MedyaAvusturya #Euro #UğurŞahin #ÖzlemTüreci #Banknot https://t.co/82n6AEbHBG"
Other	@ticky_lord @DoktorBikmis Doldurun kanka ülkeyi ithal doktorlarla ciddiyim becerebilen doldursun. Türk doktorlar da daha iyi coğrafyalara göç etsin Özlem Türeci ve Uğur Şahin gibi aşı bulup yabancı ülkeleri zengin etsinler burada sürüneceklerine Dünyaya faydaları olur.
Other	Amaçları ticari kaygılarla bir ilaç geliştirmek olan ve küreselcilerin fonlamasıyla covid aşısını üreten ve bir anda dünya gündemine oturan BioNTech kurucuları Uğur Şahin ve Özlem Türeci yakında AİDS, KANSER, BAĞIŞIKLIK SİSTEMİ aşılarını da piyasaya sürerlerse hiç şaşırmayın.
True	"bir öneriydi. Avrupa Parlamentosu (AP) Milletvekili Moritz Körner, Şahin ve Türeci’nin resimlerinin euro banknotlarının üzerinde yer almasını teklif etti.

AB,böyle bir şeyi asla yapmaz.Nobel de vermez!

Ama zihinlere Euro üzerine basılmış gibi yerleşti.

Oysa böyle bir şey yok!"
Other	Uğur Şahin Baba ve Özlem Türeci Anamız aşıya ne koyduysa 3.dozu vurduklarından beri yataktan çıkamıyorum
False	Üzerinde  Özlem Türeci ve Uğur Şahin 'in olduğu 50 Euro 'yu alabilmek için an itibariyle 750 TL'ye lazım. O para tedavüle girdiğinde ne olur bilmem.
True	"Dr.Özlem Türeci-Uğur Şahin'in Euro banknot üzerine fotoğraflarının basılması önerilmiş. Büyük gurur.
İşte; bilime hürmet 👏👏👏👏👏
Bir ülke, bilime ve bilim insanlarına verdiği değer ölçüsünde gelişir.
Bilime, sanata destek veren ülkeler dünya gücüdür #ÖzlemTüreci #UğurŞahin https://t.co/7ZiyAIzWCu"
Other	"@SireneOznur @fasefa Uğur Şahin Özelm Türeci gibi
Ermeni Rum asıllı kişiler."
Other	@lkgl54282523 Uğur şahin Özlem Türeci neyse bu Gülsüm'de aynı melesef
Other	"Uğur Şahin + Özlem Türeci #Biontech 
Albert Bourla #Pfizer 
@vonderleyen @c_drosten 
all to the @IntlCrimCourt asap!
#Kriegsverbrecher https://t.co/ac5c4bpM0P"
True	"THY'de 2 bin 500 personelin işten çıkarıldığı iddiası yalanlandı. THY Basın Müşaviri Üstün, sendika ile protokol imzalandığını belirterek ""Bu protokolü kabul etmeyen 24 çalışanın iş akdi 1 Temmuz itibarıyla sonlandırılmıştır"" dedi."
True	"@ilay_aksoy YALAN: ""İşten çıkarma yasağının sona ermesiyle sadece THY de 2 bin 500 kokpit ve kabin çalışanının iş akdine son verildi.""

Göz bebeğimiz THY ile ilgili bazı sosyal medya hesaplarında verilen/dağıtımı yapılan yukarıdaki ""İşten çıkarma"" mesajı YALANDIR, YALANDIR, YALANDIR."
Other	@sco1905 Thy'de çalışan tanıdığı olanlar muhabirliğe soyunuyor
True	"“Katarlı öğrenciler Türkiye’de sınavsız tıp okuyacak” yalanı henüz sıcaklığını koruyan T24, bugün de THY’nin 2500 personeli işten çıkardığı iftirasını attı.

THY Genel Müdürü Bilal Ekşi’nin yalanlaması üzerine T24 haberi sildi. https://t.co/JCrxxVHiho"
True	"❌ 2 bin 500 THY çalışanının işten çıkarıldığı iddiası doğru değil.

THY ve yetkili sendika arasında imzalanan protokolü kabul etmeyen 24 çalışanın iş akdi sonlandırılmış.
https://t.co/MGvXeeLOec"
True	THY’den yalanlama: 2 bin 500 değil 24 kişi işten çıkarıldı https://t.co/Y3VzCKd4v6
True	"❌THY'nin 2500 kabin memurunu işten çıkardığı iddiası doğru değil.

✔️THY Genel Müdürü @BilalEksiTHY , basın müşaviri @yhyustun ve Hava- İş Sendikası iddianın yanlış olduğunu doğruladı."
Other	FETÖ'cü diyerek işten çıkardığı çalışanları THY'ye açtığı davaları kazanınca, Av. Haluk Pekşen'in @halukpeksen THY'de yaşananları anlattığı bu Meclis konuşması yeniden gündem oldu! https://t.co/jDKKEvrg86
False	"#THY’de 2 bin 500 #kokpit ve #kabin çalışanın iş akdine son verildi
@TK_TR

https://t.co/j1bpyVWI0k"
False	Peki THY, 'işten çıkarma yasağı'nın bittiği gün işten çıkardığı insanların çocuklarını ve onların hayallerini de düşündü mü? https://t.co/y2Lb8Cem3I
Other	Türk mühendis, Kabil’den kaçmaya çalışan Afganların uçaktan düştüğü anları anlattı Taliban’ın Kabil’e girerek kontrolü ele almasından sonra THY uçağıyla bu kentten İstanbul’a gelen Türk mühendis Oğuz Avcıoğlu, bir ABD uçağına tutunarak ülkeden kaçmaya ... https://t.co/baD3Q8UTgG https://t.co/M4tyjGAVEW
Other	An itibariyle kabil havaalından kalkmaya calısan thy ucagı ve türk yolcuları...onlara ateş eden taliban ve yere yatarak yolcuların güvenliğini alan Türk askeri #Taliban #afganistan #kabilhavaalanı #Muelteciİstemiyoruz https://t.co/QqdCe9Y6uD
True	"3 kez büyük harflerle yazdı: YALANDIR, YALANDIR, YALANDIR ❗️
https://t.co/RCahth6PIk"
Other	@ByVanir @4Suvariii Bekletilmiyor dediler ya, uçaklar thy ait,4.9 tonlukluk o uçaklar bakanlık yangın işini özelleştirip ihale açmış, 5 bin tonluk uçak için ve bu nedenle thy da girememiş ihaleye, ihaleye giremeyince o da pilotları işten çıkarmış, pilotsuz uçaklar
Other	THY 2500 personelini işten çıkarmış deniyor. Doğru mu?
False	İşten çıkarma yasağı kalktı THY 2500 çalışanını işten çıkardı “Normalleşme” ile birlikte havacılık sektöründe birçok çalışan işsiz kaldı. Edinilen bilgilere göre, Türk Hava Yolları (THY) işten çıkarma yasağının kaldırılmasının ardından 2500 çalışanını ... https://t.co/PE0hEQzO4r https://t.co/7os3OFdGBV
Other	"@Unknown13261492 @hasanunal1920 @yvzah Ülkemizde THY tarifeli uçağıyla seyahat eden Başbakanımız vardı.
Maden kazasında enkazda çalışan ve çalıştığı günlerin maaşını başbakanlık maaşından almayan Başbakanımız vardı.
DSP; Ecevit; Karaoğlan saygıyla..."
Other	@barisesen Bizdeki borsa hareketi de thy i bir gün  ver öbür gün al şeklinde devam ediyor, ne f/k ne defter değeri, ne karlılık, 2 yıl içinde muhtemelen küçük bir karı belki görecek thy i al sat , bu tarz çalışan bir borsa aslında bir nevi kumarhane değilmidir?
True	@erdl2019 THY’de işten çıkarma sayısı tüm çalışanlarda toplamda 100’ün altında. 2.500 kişi haberi yalan.
Other	THY'de çalışan birine ihtiyacım var. THY beni ara.
Other	@TK_HelpDesk İstanbul dan samsuna geldim valizim taşınma sırasında hasar görmüştü bunu samsun havalimaninda calisan arkadaşa bildirdim elime boş bir anlamsiz zarf verdi ve beni gönderdi. Umarım thy beni yeni bir valiz aldirmak zorunda bırakmaz
Other	@drilkerbelek Hayır Hocam tamamen organize yakış bu, THY bütün yangın pilotlarını işten çıkarmış
False	THY, yasağın bitmesini beklemiş: 2 bin 500 personel işten çıkarıldı! https://t.co/TksDi8I2X1
